1101;
317;Thistle Hotel;3;12;Owen;11-Oct-15;10;Ellis;29-Jul-15;8;Day;20-Mar-16;1;Lyons;07-Apr-16;2;Lynn;01-Nov-16;8;Daugherty;24-May-15;2;Bass;31-Mar-16;10;Strickland;22-May-15;8;Wilson;05-Mar-16;1;Blackburn;02-Oct-16;3;Velasquez;20-Aug-16;10;Gross;10-Apr-16;8;Kim;24-Nov-15;8;Perez;06-Apr-16;7;Cummings;23-Dec-15;5;Franklin;09-Dec-16;4
319;Springbridge Carpark;4;55;Lang;29-Jun-16;9;Herman;25-Oct-16;10;Kane;19-Jan-17;2;Holloway;21-Apr-15;4;Hinton;15-Mar-17;2;Vargas;12-Dec-16;2;Cervantes;12-Jun-16;8;Buckner;09-Apr-15;8;Doyle;03-Mar-17;6;Maldonado;25-Sep-16;10;Frank;12-Sep-15;9;Underwood;09-Feb-16;1;Mcclain;25-Dec-15;4;Alvarado;28-Sep-16;1;Goodman;17-Jan-16;7;Russo;22-Dec-16;7
320;Jessica's B&B;2;58;Morales;29-Sep-15;3;Atkins;06-Aug-16;8;Valencia;01-Apr-17;8;Snyder;21-Jan-16;3;Roberts;10-Jul-15;3;Randolph;01-May-16;1;Harper;17-Apr-16;2;Mcmillan;17-Jan-17;9;Mills;07-Jun-15;4;Keith;15-Sep-15;9;Mercado;30-Jan-17;8;Benson;28-Jan-16;9;Thornton;04-Jan-17;5;Klein;16-Apr-15;4;Santos;22-Aug-16;8;Wise;02-Apr-16;9
321;Church Cottage;3;32;Peterson;13-May-15;10;Holcomb;20-Aug-15;5;Robles;19-Sep-15;1;Dunlap;26-Sep-16;10;Barker;09-Apr-15;10;Butler;14-Mar-17;2;Santiago;02-Feb-16;7;Russell;04-May-16;3;Holloway;05-Aug-16;4;Jensen;21-Jul-16;4;Cohen;02-Aug-15;6;Beck;25-Jul-15;2;Cantrell;24-Apr-16;10;Burgess;17-Feb-17;5;Cruz;08-May-15;3;Jacobs;12-May-15;4
324;Eevil Lair #2;2;52;Mcknight;01-Jul-15;3;Short;04-Aug-16;10;Price;17-Sep-15;7;Wagner;26-Aug-15;4;Robinson;18-Sep-15;4;Griffith;26-May-16;7;Albert;16-Jul-15;9;Ellis;06-Mar-17;8;Bennett;07-Nov-15;8;Key;19-Sep-16;2;Christian;23-Jun-15;1;Hancock;19-Jul-16;6;Velez;02-Jul-16;1;Bradshaw;06-Apr-17;2;Reeves;04-May-16;2;Mathews;12-Jul-15;10
325;AtoB Hotel;5;99;Huber;12-Mar-17;8;Finley;31-Jul-15;5;Reese;20-Jan-17;10;Petersen;07-Sep-15;10;Cantu;24-May-15;7;Mills;05-Dec-16;2;Reynolds;12-Dec-15;10;Gaines;15-Aug-16;7;Terry;12-Feb-16;10;Montoya;31-Mar-16;2;Dodson;23-Oct-16;2;Dillon;11-Sep-16;2;Reese;03-Aug-16;6;Foster;05-Jun-15;2;Foreman;13-Jan-17;2;Cook;16-Feb-16;7
326;Fulham B&B;2;32;Porter;16-Mar-17;5;Cook;24-Jan-17;5;Holmes;30-Jan-17;6;Rasmussen;06-Aug-16;7;Garcia;17-Oct-15;1;Boone;28-Jan-17;3;Moses;01-Feb-16;6;Clarke;17-Feb-16;2;Lott;31-Mar-16;10;Jones;29-Sep-15;10;Finch;28-Jan-17;9;Walter;26-Jul-16;8;Rose;18-Jan-17;4;Simpson;20-Dec-15;3;Sawyer;01-Aug-15;2;Norton;29-Aug-16;1
327;Novotel;3;63;Meadows;17-Jun-16;6;Allen;19-Aug-15;8;Salinas;08-Apr-15;8;Abbott;14-Jul-15;1;Mcfadden;23-Apr-16;7;Oneill;08-Jan-17;5;Wilder;30-Jul-16;2;Tillman;11-Oct-15;9;Hernandez;02-Jan-16;5;Flynn;20-Mar-16;2;Reilly;18-Nov-15;3;Vasquez;11-Jan-17;6;Davenport;22-Oct-15;2;Marshall;02-Nov-15;5;Burch;21-May-16;1;Holmes;06-Mar-17;1
328;26 Sandringham Road;2;68;Garrett;14-Aug-15;6;Olson;03-Jan-17;4;Cardenas;18-Feb-16;7;Goodwin;10-Jan-17;3;Lee;25-Mar-17;4;Maldonado;05-Aug-16;5;Nicholson;24-Jun-15;5;Livingston;01-Feb-17;4;Slater;23-Sep-15;4;Owen;04-Feb-17;3;Gutierrez;10-Nov-15;5;Williams;06-Oct-15;3;Cole;30-Jan-17;10;Farrell;17-Nov-16;4;Kent;30-Nov-16;7;Cash;30-Jan-16;2
329;Elder York Guest House;4;22;Guzman;16-Mar-16;7;Allison;31-Aug-15;2;Jacobson;18-Aug-16;6;Harper;08-Jun-16;10;Mccormick;02-Sep-15;10;Camacho;15-Oct-15;7;Franco;10-Jan-17;8;Franco;21-Jan-17;2;Blake;04-Jun-16;1;Odonnell;27-Apr-16;5;Steele;03-Apr-16;10;Morrow;05-Jan-16;2;Vasquez;09-May-15;7;Singleton;24-Mar-16;1;Benton;10-Jan-16;2;George;17-Sep-16;10
330;Narnia;2;41;Sanford;25-Sep-15;7;Jordan;27-Sep-16;1;Lynn;16-Jul-15;8;Floyd;05-Jan-16;5;Rojas;27-Aug-15;2;Riley;12-Jul-15;4;Solomon;18-Jan-16;3;Washington;16-Aug-16;10;Ray;26-Nov-15;7;Hammond;21-May-15;9;Vaughn;10-Apr-16;4;Thomas;13-Mar-17;5;Wolfe;23-Mar-17;2;Cox;17-Apr-16;6;Mann;25-Nov-15;3;Maynard;15-Aug-15;4
331;Life;4;98;Waller;31-Oct-16;1;Yates;29-Jul-15;4;Villarreal;10-Oct-15;5;Bolton;01-Oct-16;8;Gregory;03-Aug-16;10;Brady;29-Jun-16;1;Deleon;24-Apr-16;4;Wheeler;27-Jan-17;6;Workman;23-May-15;5;Jones;16-Oct-15;6;Clarke;24-Sep-16;5;Anderson;04-Dec-16;3;Macias;05-Oct-16;7;Prince;24-Apr-15;2;Hernandez;06-Mar-17;9;Newman;25-Dec-15;8
332;Tilbrook Road;2;64;Cohen;25-Mar-17;1;Tillman;27-May-16;9;Conway;22-Mar-17;6;Pena;07-May-15;1;Baird;16-Apr-16;7;Burton;12-Dec-15;4;Salazar;14-May-16;6;Rollins;02-Feb-16;9;Hayden;13-Aug-16;9;Gray;24-Dec-16;10;Church;28-Sep-16;2;Mueller;24-Oct-16;1;Emerson;29-Jan-17;4;Madden;19-Mar-16;4;Aguilar;23-Apr-15;8;Hopper;02-Feb-17;4
333;Holiday Inn Express;4;36;Landry;28-Jan-17;9;Kane;18-Nov-15;4;Gentry;05-Jan-16;7;Hood;21-Apr-15;1;Holden;16-Apr-16;8;Huff;19-Jan-16;7;Stark;14-Jun-16;9;Mullins;26-May-16;8;Mack;26-Apr-15;9;Bolton;13-Aug-15;3;Landry;25-Jun-16;3;Sutton;04-Jan-17;6;Gaines;21-Oct-15;8;Velasquez;01-Feb-17;5;Sampson;26-Jun-16;6;Lynch;05-Sep-16;2
334;Albert Road, Ilford;1;41;Lloyd;25-Aug-15;9;Aguilar;25-Jun-15;7;Keller;15-Nov-15;2;Shaffer;08-Feb-17;7;Baxter;24-Jul-16;2;Wilson;31-Jan-17;2;Pratt;23-Sep-16;4;Bonner;10-Apr-15;6;Cote;24-Apr-15;6;Mclean;06-Aug-16;8;Yates;17-Nov-15;4;Morgan;17-Feb-17;1;Gill;18-Oct-15;5;Nichols;15-Feb-17;6;Wall;28-Nov-15;3;Combs;05-Feb-17;10
336;Terbaek Wokk!!;5;52;Holland;05-Mar-16;7;Carlson;08-Apr-16;8;Weiss;06-Mar-16;8;Bell;24-Aug-15;10;Barr;15-Jul-15;4;Castaneda;07-Nov-16;1;Morales;30-Sep-15;3;Frank;25-Apr-15;4;Brady;05-Dec-15;1;Ballard;30-Nov-15;4;Ramsey;06-Dec-16;4;Grimes;05-Aug-16;4;Cunningham;26-Oct-15;6;Hutchinson;10-Jan-17;1;Anderson;14-Feb-17;10;Hale;03-Oct-15;7
339;10 Pembridge Gardens by Mondo;4;26;Newman;05-Dec-15;9;Cherry;01-Nov-16;10;Solis;10-Mar-16;2;Sosa;17-Feb-16;1;Nielsen;20-Jan-17;5;Wilson;02-Nov-16;6;Stout;27-Jan-16;7;Mcfadden;28-Oct-15;10;Flores;01-Nov-16;3;Wright;12-Jul-16;5;Holman;04-Sep-16;4;Bates;11-Jun-15;3;Chang;24-Sep-16;4;Foster;07-Oct-15;8;Eaton;21-Oct-16;7;Livingston;18-Aug-15;3
342;Shinegawa Prince Hotel - Tokyo;1;98;Mccarty;31-Dec-15;5;Robinson;12-Nov-15;4;Morse;16-Oct-15;5;Parrish;15-Apr-16;5;Oconnor;08-Nov-15;1;Saunders;04-Jul-16;1;Munoz;11-Feb-17;3;Shaffer;23-Jan-16;1;Shaw;28-Oct-16;8;Callahan;20-Nov-16;5;Owen;09-Apr-15;6;Mullins;17-Mar-16;9;Dodson;16-Apr-16;10;Morgan;07-Mar-17;9;Kane;18-Jun-15;7;Hill;05-Apr-16;5
343;Supa Zzzzzzzzz;2;83;Clements;10-Nov-16;4;Austin;26-Sep-16;1;Perkins;23-Mar-16;8;Marquez;05-May-15;6;Kim;24-Jun-16;4;Green;28-Aug-15;6;Wolf;26-Oct-15;7;Powell;13-Apr-15;2;Mcclure;14-Oct-15;10;Weiss;11-Aug-15;10;Goff;06-Jan-17;6;Ellis;23-Nov-16;2;Hamilton;19-Oct-16;7;Moses;24-Aug-16;1;Allen;11-Jul-16;8;Stanton;12-Feb-16;7
345;The Roundabout;2;29;Silva;23-Dec-15;10;Reid;04-Sep-16;8;Kerr;28-Feb-16;2;Willis;26-Dec-15;7;Compton;23-Mar-17;9;Carey;03-Jun-15;2;Howell;21-May-16;10;Gillespie;07-Oct-15;10;Thompson;18-Jun-16;10;Atkins;08-Apr-16;4;Nash;01-Feb-17;7;Noel;28-Nov-16;9;Knight;22-Mar-16;7;Dominguez;20-Aug-16;3;Cohen;22-Jun-15;8;Cobb;17-Jun-16;3
346;Belsize park Deep level shelter;3;97;Morris;07-Feb-16;2;Edwards;05-Mar-16;6;Bartlett;22-Jun-16;9;Tyson;15-Feb-17;10;Wall;18-Mar-17;9;Bolton;05-Aug-16;10;Moore;17-Jul-16;1;Contreras;06-Apr-17;2;Zimmerman;24-May-16;6;Soto;16-Nov-16;2;Lindsey;04-Sep-16;3;Mcmahon;29-Dec-16;7;West;31-Dec-16;2;Robinson;24-Aug-16;3;Vinson;13-Jun-15;7;Murphy;20-Sep-16;6
347;Soapartments;3;98;Grimes;30-Dec-16;8;Campbell;09-May-15;10;Phillips;20-Aug-15;1;Bass;05-May-15;3;Saunders;25-Nov-16;8;Lynn;20-Jul-15;2;Kramer;16-Feb-16;8;Marsh;11-Aug-16;7;Gamble;25-Sep-15;3;Newman;01-Jan-17;6;Osborn;09-Feb-17;7;Gould;24-Apr-15;2;Livingston;17-Sep-15;9;Barr;21-Oct-15;3;Gomez;15-Mar-17;9;Atkinson;22-Apr-15;10
348;Hotel Ibis;4;95;Bentley;18-Oct-16;9;Ramsey;28-Nov-16;10;Hayes;06-May-16;7;Stone;07-Jun-16;10;Clemons;29-Jan-17;7;Howard;08-Feb-16;9;Jacobs;20-Dec-15;4;Nolan;14-Dec-16;6;Mayer;07-Mar-16;9;Fletcher;21-Feb-17;1;Whitaker;22-Jun-15;4;Lindsay;21-Dec-15;8;Christensen;20-Dec-16;8;Gonzales;08-Sep-16;10;Cameron;03-Feb-16;4;Winters;06-Jun-15;8
349;UK Fortress;3;45;Freeman;31-Oct-16;1;Harvey;07-Jan-16;4;Sherman;16-Jan-17;3;Lowery;21-Jan-16;10;Jennings;02-Jun-16;8;Blackburn;09-Jul-16;6;Watson;02-Jan-17;4;Hahn;17-Feb-16;6;Church;24-Jun-15;1;Richards;03-Aug-15;3;Olson;10-Mar-16;7;Paul;03-Oct-15;3;Pugh;10-Apr-15;6;Barrera;01-Oct-16;10;Gould;15-Mar-17;7;Hamilton;20-Dec-16;4
350;Travelodge (Old London Road);3;10;Merrill;19-Jan-16;2;Bright;03-Mar-16;10;Preston;02-Jun-16;4;Sutton;12-May-15;7;Gentry;12-May-16;3;Kirk;19-Jun-16;3;Gaines;27-Sep-15;10;Woodard;30-Nov-16;8;Bauer;01-Jul-16;3;Carey;24-Feb-16;1;Walls;16-Sep-15;7;Boyd;31-Mar-17;4;Lamb;24-Apr-15;7;Moran;30-Oct-16;8;Bright;28-Oct-16;8;Potter;15-Aug-16;5
352;Theseus Walk;2;52;Byrd;19-Nov-15;3;Avila;08-Apr-16;9;Valenzuela;13-Jan-16;7;Small;13-Aug-16;7;Sutton;21-Oct-16;2;Stephens;20-Feb-17;8;Garza;19-Aug-16;8;Rivera;08-Jun-16;7;Schneider;02-Apr-17;2;Mclean;07-Mar-17;2;Williams;09-Oct-16;7;Mckinney;26-Sep-15;4;Fowler;05-Jul-16;3;Marks;23-Jan-16;8;Fernandez;19-Apr-16;3;Clark;15-Jun-15;6
353;Travelodge Stevenage;1;59;Durham;31-Dec-15;3;Petersen;04-Jan-17;6;Durham;03-May-16;9;Callahan;05-Oct-16;1;Patton;03-Sep-15;2;Massey;12-Jan-17;8;Beck;09-Aug-16;9;Nielsen;27-Apr-15;9;Lindsey;27-Mar-16;3;Hale;03-Jan-16;2;Mcpherson;30-Nov-15;8;Logan;04-Aug-16;8;Mclaughlin;08-Aug-16;4;Gentry;13-Nov-16;5;Joseph;29-Nov-16;2;Snider;29-Apr-15;5
354;Ellis Suite Meeting Centre;3;82;West;10-Jun-16;2;Copeland;14-Dec-16;10;Stephenson;22-Mar-16;1;Velez;20-Jan-16;1;Mcdowell;15-Jun-16;5;Wilcox;05-Oct-16;3;Davis;18-Aug-16;1;Gibson;17-Dec-16;3;Norman;17-Sep-16;2;Carr;09-Jan-16;10;Gilliam;10-Oct-15;8;Lott;25-Jun-16;10;Oneil;01-Sep-15;8;Crane;04-Jun-16;3;Fox;09-Feb-17;8;Travis;06-Nov-15;9
356;Go Native Studio Apartments;2;85;Holt;15-Apr-15;1;Cantrell;16-May-15;4;Sampson;21-Jun-16;3;Taylor;17-Jun-15;3;Davis;04-Jul-16;6;Horne;09-Oct-15;9;Lawson;27-Dec-16;6;Hawkins;26-Aug-15;8;Mueller;07-May-16;4;Mcintyre;24-Jun-16;1;Summers;02-Jun-15;7;Cardenas;02-Oct-16;9;Dickson;18-Aug-16;9;Pacheco;24-Jun-15;2;Wong;11-Feb-16;5;Wood;24-Jan-16;1
357;Verlet Bed And Breakfast (5stars);4;11;Berry;16-Mar-17;1;Sharp;24-Mar-17;10;Paul;09-Aug-15;10;Curry;19-Aug-15;8;Branch;29-May-16;4;Potts;03-Jul-15;4;Rollins;26-Jul-15;6;Irwin;27-Aug-16;7;Farley;12-Jan-17;7;Ratliff;20-Dec-16;2;Avery;18-Nov-16;1;Contreras;04-Oct-15;5;Gardner;13-Nov-16;8;Rodriguez;25-May-16;9;Norman;28-Mar-16;3;Chaney;15-Apr-15;4
358;Travelodge;5;62;Dominguez;24-Jan-17;3;Rosario;11-Feb-16;4;Johnson;10-Jun-15;3;Erickson;01-Feb-17;1;Preston;30-Aug-16;2;Chaney;18-Feb-16;4;Best;29-Aug-16;6;Moon;14-Sep-15;4;Barron;29-Dec-16;4;Kelley;24-Sep-15;2;Lamb;16-Aug-15;6;Eaton;18-May-15;1;Palmer;19-Feb-17;8;Weeks;21-Apr-16;2;Haley;17-May-16;4;Farrell;27-Mar-16;8
359;Seabright Arms;5;38;Kaufman;15-Nov-16;10;Wells;22-Feb-17;5;Marshall;15-Nov-16;10;Payne;28-May-16;9;Santana;18-Aug-15;1;Benjamin;25-Mar-17;10;Clay;24-Dec-16;2;Alford;22-Mar-16;8;Thomas;14-Dec-15;7;Owens;09-Nov-16;1;Dale;30-Aug-16;4;Larson;31-Oct-15;6;Powers;15-Sep-16;6;Case;18-Nov-15;8;Bass;04-Dec-16;9;Weiss;05-Sep-15;1
360;AirBNB 37 Commercial Road;3;59;Byrd;06-Oct-16;5;Pate;17-Jul-15;1;Sharpe;13-Jul-15;8;Cash;26-Sep-16;4;Watson;08-Jun-16;5;Mooney;08-Mar-17;6;Taylor;05-Apr-17;3;Stafford;12-Aug-16;3;Ferrell;21-Jan-16;5;Sellers;01-May-16;5;Beach;25-Apr-16;4;Tate;13-Oct-15;9;Richardson;21-Jul-16;8;Bright;23-Feb-16;6;Blackwell;01-Nov-16;4;Figueroa;10-Dec-15;8
361;London Leyton Hotel;5;53;Dalton;21-Apr-16;2;Yang;30-Mar-16;3;Spence;06-Jul-16;2;Harper;28-Nov-16;1;Hawkins;18-May-16;9;Barrett;25-Jun-15;6;Langley;08-Feb-17;7;Kent;27-Oct-15;9;Bright;23-Sep-16;1;Hawkins;13-Apr-16;5;Short;07-Aug-16;4;Luna;12-Dec-15;6;Walsh;21-Aug-15;3;Pugh;15-Nov-16;5;Blankenship;12-Dec-15;4;Velez;12-Apr-15;3
363;Charlie's Hotel;1;55;Kirby;25-Jun-16;8;Cunningham;25-Jan-16;6;Prince;21-Mar-17;3;Delgado;19-Sep-16;8;Todd;24-Oct-16;6;Joyce;29-Jun-15;2;Bridges;26-Oct-15;8;Craig;29-Mar-17;7;Church;22-Jan-16;5;Carver;24-Oct-16;6;Roberson;16-Feb-17;10;Mcgee;22-Sep-16;2;Valdez;26-Oct-15;8;Bender;05-Dec-15;2;Sheppard;29-Jul-15;10;Nicholson;10-Aug-15;9
364;Travelodge Edmonton Green;4;16;Peters;12-Jul-15;7;Weber;14-Mar-17;3;Mendoza;08-Dec-15;1;Leach;09-Nov-16;9;Green;03-Mar-16;9;Bryan;05-Jan-16;9;Franks;02-May-15;4;Moody;23-Jun-16;5;Cantu;25-Feb-16;2;Chavez;24-Jan-16;10;Mathews;24-May-15;9;Tanner;28-May-16;8;Gordon;28-Mar-17;7;Koch;17-Sep-15;7;Cherry;18-Jul-15;7;Faulkner;30-Jan-17;4
366;Shangri-La Hotel Dubai;1;25;Patrick;20-Jun-16;6;Whitaker;19-Jan-16;2;Clay;26-Mar-17;2;Watts;16-Dec-16;3;Knowles;16-Jan-17;2;Wilcox;07-Oct-16;6;Hahn;27-Jul-16;10;Fry;23-Aug-16;9;Watkins;21-Feb-17;3;Garcia;14-Feb-17;4;Sutton;31-Dec-16;5;Britt;16-Apr-16;1;Gould;31-Dec-15;7;Cochran;23-Jun-16;7;Chen;02-Nov-15;2;Maynard;21-Nov-16;5
367;Land Of Nod;3;58;Simon;30-Jan-17;7;Mercer;17-Mar-17;8;Gutierrez;18-Mar-17;4;Mason;21-Dec-16;9;Avila;29-Feb-16;2;Knight;12-Feb-16;2;Becker;14-Oct-15;2;Walsh;25-Jan-17;6;Hayden;30-Apr-15;9;Mullins;18-Jan-16;3;Berry;04-May-16;9;Vargas;11-Jul-16;4;Huber;18-Oct-15;5;Newton;07-Jul-16;1;Dominguez;20-Jul-16;5;Zimmerman;04-Sep-15;7
368;Premier Inn;4;63;Kaufman;02-Dec-15;2;Hensley;18-Nov-16;10;Martinez;31-Jul-15;3;Ballard;02-Nov-16;2;Newton;03-Aug-15;1;Rodgers;07-Dec-15;5;Kelly;13-May-15;1;Ratliff;26-Feb-16;5;Lopez;24-May-16;6;Ratliff;03-Feb-16;1;Warner;30-Jul-16;9;Boyle;03-Dec-16;2;Paul;04-Mar-16;2;Lambert;19-Sep-15;9;Ramirez;07-Sep-15;3;Murray;17-Jan-17;4
370;176 Commercial Road;4;69;Mcneil;16-Jun-15;2;Mooney;06-Dec-15;3;Gentry;05-Sep-15;5;Wilkerson;03-May-16;7;Wilkinson;16-Feb-16;8;Hamilton;12-Feb-16;9;Hensley;20-Apr-15;4;Workman;04-May-15;9;Zamora;27-Feb-16;1;Dean;16-May-15;1;Case;31-Aug-16;3;Griffin;02-Dec-16;2;Henderson;27-Nov-15;8;Randall;28-Jan-16;8;Griffith;28-Nov-16;5;Benson;24-Oct-15;1
371;Lawrence Road Guest House;4;27;Park;10-Nov-16;6;Berry;21-Feb-16;7;Patton;04-Feb-17;5;Snow;04-Oct-15;3;Clarke;08-Aug-15;8;Mcpherson;26-Aug-16;9;Franks;17-Feb-16;6;Jacobson;26-Nov-16;10;Allen;07-Aug-15;8;Michael;24-May-15;8;Scott;03-Mar-16;9;Sanders;20-Aug-16;8;Macdonald;12-Sep-16;3;White;02-Jan-16;10;Solomon;11-Sep-16;4;Finch;10-Aug-16;3
372;Skeneland;3;98;Calhoun;21-May-15;5;Norton;23-Aug-16;1;Wong;03-Jun-16;3;Contreras;26-Nov-16;5;Chandler;27-Mar-16;7;Orr;31-Aug-15;1;Lucas;10-Jan-16;5;Gaines;20-Jun-16;8;Rogers;02-Mar-16;4;Ingram;14-Nov-15;10;Travis;08-Oct-15;9;Herring;17-Aug-15;1;Goff;02-Jan-16;6;Guerrero;24-Jan-16;9;Reese;02-Dec-16;7;Pena;02-Oct-16;4
373;Hostel 639;1;86;Wilcox;12-Feb-17;10;Vinson;25-Sep-15;8;Greene;31-Jul-15;10;Hines;13-Jun-16;6;Roberts;27-Oct-15;5;Walls;15-Sep-15;1;Booker;12-Sep-15;5;Clay;07-Apr-16;6;Lopez;20-May-16;6;Gates;25-Aug-15;3;Goodwin;15-Mar-17;5;Williams;08-Feb-16;8;Weiss;05-May-16;6;Reese;21-Dec-15;5;Schwartz;09-Oct-15;2;Weber;21-May-15;3
374;Hostel 639;1;39;Shaffer;03-Nov-16;9;Mosley;26-Aug-16;2;Cantrell;12-Feb-16;2;Valentine;09-Nov-16;9;Hancock;20-Mar-17;8;Lindsay;04-Nov-15;4;Mayer;15-Apr-16;1;Barton;24-Oct-15;2;Clark;20-Oct-15;7;Cox;03-Mar-17;9;Hinton;31-Mar-17;7;Carey;23-Dec-15;4;Willis;17-Sep-16;4;Peterson;05-May-15;4;Massey;02-Nov-16;8;Carver;27-Aug-16;7
375;Lobby Quality Hotel;5;10;Mcmahon;27-Sep-16;5;Hobbs;24-Apr-15;6;Sykes;19-Aug-16;6;Downs;28-Apr-15;4;Maddox;21-Jun-15;3;Bond;26-Aug-16;10;Kaufman;15-Feb-16;9;Silva;01-Sep-16;5;Eaton;25-Dec-15;10;Whitfield;07-Dec-16;1;Cameron;28-Oct-15;8;Young;19-Jan-17;2;Schroeder;13-Jan-17;10;Mcbride;02-Dec-15;10;Cruz;17-May-16;3;Chan;05-Nov-15;5
377;Tune Hotel;3;55;Buckner;30-Jul-16;4;Gibson;26-Feb-17;10;Velez;06-Nov-16;6;Glass;13-May-15;8;Walls;10-Apr-15;2;Gonzalez;11-Feb-16;10;Charles;05-Feb-16;1;Boyle;23-Oct-15;8;Coleman;17-Mar-16;1;Bates;02-Sep-16;10;Rodgers;22-Nov-16;8;Marquez;18-Dec-16;3;Wall;02-Feb-16;10;Barber;19-Feb-17;9;Velez;23-Apr-16;4;Woodard;31-Aug-16;6
378;Abbey Wood;3;24;Miles;03-Feb-17;8;Wynn;24-Nov-15;5;Mccoy;14-Nov-15;4;Hebert;28-May-16;8;Parker;05-Sep-15;10;Mercado;30-Oct-16;7;Santos;28-May-15;4;Valencia;21-Oct-15;4;Blanchard;20-Jun-15;3;Burgess;30-Nov-15;1;Lowe;28-Jun-15;4;Fletcher;02-May-16;6;Owens;28-Oct-15;2;Rocha;17-Sep-16;3;Jimenez;22-May-16;7;Bishop;20-May-16;2
379;Adriatic Appts;1;88;Larsen;16-Sep-15;6;Maynard;15-Apr-15;1;Pickett;11-Dec-15;3;Roy;02-Nov-15;1;Franco;27-Jul-16;10;Vega;11-Apr-15;5;Swanson;17-Jan-16;5;Meyer;06-Jun-16;1;Simmons;23-Jul-16;2;Gardner;23-Jun-16;3;Davis;27-Sep-16;1;Owens;21-Nov-15;5;Parks;14-Oct-15;10;Fischer;13-Sep-15;8;Norton;17-Jan-16;4;Edwards;24-Jan-17;9
380;The Old Stables;2;27;Knight;17-Jun-15;3;Bray;27-May-15;10;Barr;19-Apr-15;6;Wiggins;23-Jan-16;3;Mayo;01-Apr-17;9;Reese;15-Dec-16;1;Golden;10-Jun-16;10;Diaz;12-Apr-16;2;Hendricks;15-Jul-15;5;Horn;14-Feb-17;1;Sanchez;28-Sep-16;8;Duncan;27-Apr-15;10;Oneil;12-Dec-15;10;Conner;01-Feb-16;9;Mccoy;28-Jun-15;6;Campbell;19-Mar-17;8
381;North Point B&B;5;60;Cole;31-Jan-16;3;Ellison;25-May-16;6;Holden;06-Jan-16;5;Campbell;10-Mar-17;7;Barron;29-Nov-16;9;Dillard;08-May-16;8;Wells;10-Nov-15;9;Reid;19-Jan-16;1;Lowery;26-Apr-15;1;Ball;10-May-15;10;Mcintyre;07-Jul-16;3;Nolan;05-Sep-16;3;Black;15-Jul-16;8;Mayo;28-Nov-16;6;Morrow;18-Jun-15;9;Griffin;24-Dec-16;1
383;Egali House London;5;27;Stanley;14-Jul-15;3;Miller;27-Sep-15;1;Frederick;20-Sep-16;9;Wiley;10-Dec-16;1;Pena;05-Mar-16;6;Yang;16-Aug-15;5;Henry;25-Feb-16;1;Fry;29-May-16;9;Barron;28-Oct-16;4;Vincent;03-May-15;9;Quinn;24-Aug-16;2;Woods;14-Mar-17;4;Shepherd;23-Mar-16;2;Olson;07-Nov-15;2;Estrada;09-May-15;5;Carrillo;17-Jun-16;2
384;Thomas & Emelda's B&B;1;21;Mullen;17-Oct-16;1;Osborne;22-Oct-15;10;Wall;24-Nov-16;10;Harper;08-Dec-15;8;Dixon;21-Oct-16;7;Rutledge;03-Nov-15;10;Nielsen;16-May-15;5;Parker;07-Feb-17;7;Mclean;04-Jun-16;1;Kidd;23-Dec-15;4;Smith;03-May-16;10;Ortega;16-Sep-15;4;Miranda;07-Nov-16;2;Contreras;02-Jan-16;3;Hendrix;21-Apr-15;1;Hurst;16-Sep-16;5
385;e mone;3;69;Bryant;01-Oct-16;6;Giles;02-Dec-16;5;Fox;05-Oct-16;6;Cain;19-Feb-17;5;Fisher;11-Jun-16;4;Glover;21-Feb-16;9;Trujillo;04-Nov-16;2;Harrington;28-Apr-15;1;Henry;05-Jun-15;6;Conway;14-Aug-15;5;Stevenson;29-Jul-15;4;Hansen;10-Feb-16;8;Peck;16-Jun-16;4;Lopez;17-Aug-15;7;Bridges;14-Nov-15;8;Navarro;07-Mar-16;2
386;deans pad;4;44;Gonzales;23-Oct-16;6;Kennedy;01-Oct-16;9;Walter;08-May-16;3;Mooney;29-Jun-15;2;Alford;03-Sep-15;4;Baird;01-Dec-15;1;Zamora;08-Sep-16;2;Owen;17-Apr-15;8;Merrill;29-May-15;8;Park;26-May-16;5;Delacruz;15-Dec-16;9;Jarvis;18-Apr-15;3;Stokes;25-Jun-16;3;Lawson;27-Dec-15;9;Rose;22-Jun-16;5;Cooley;30-Jan-17;6
387;Spiced Pear!;3;64;England;15-Jun-15;2;Reeves;19-May-15;1;Shepard;10-Jun-15;6;Porter;13-Jun-15;9;Estes;28-Nov-15;2;Dorsey;10-Jul-16;3;Henry;07-Feb-16;9;Alston;29-Jun-15;6;Petersen;09-Apr-15;2;Peck;16-Oct-16;9;Hooper;25-Feb-17;10;Parsons;15-Jan-17;3;Allen;21-Jan-16;4;Hale;07-Oct-15;8;Singleton;21-Nov-16;3;Harding;06-Mar-17;7
388;Hotel Conner;1;56;Stuart;13-Sep-16;7;Fernandez;07-Nov-16;9;Vaughn;19-Aug-15;9;Clay;10-Dec-15;5;Mcbride;17-Mar-17;10;Mcdowell;15-Jul-15;9;Sharpe;14-Aug-15;9;Joseph;18-Sep-15;3;Hale;12-Jun-15;1;Ingram;12-Feb-17;9;Perkins;01-Jul-16;5;Pate;06-Apr-17;8;Velez;07-Feb-17;4;Briggs;28-Dec-16;5;Dixon;17-Mar-16;3;Kline;16-Mar-16;9
